City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Pisco,PE,2022-07-14 03:42:04,-13.7,-76.2167,59.05,82,0,5.75
296,Ramhormoz,IR,2022-07-14 03:42:04,31.28,49.6035,101.34,6,0,5.28
297,Kokopo,PG,2022-07-14 03:42:04,-4.352,152.2633,85.19,65,100,17.4
298,Proletarskiy,RU,2022-07-14 03:42:05,50.7914,35.7731,55.8,92,96,8.59
299,Nador,MA,2022-07-14 03:42:05,35.174,-2.9287,73.65,88,100,5.75
300,Saskylakh,RU,2022-07-14 03:42:06,71.9167,114.0833,47.95,63,100,10.29
301,Great Yarmouth,GB,2022-07-14 03:42:06,52.6083,1.7305,58.01,80,60,4.81
302,Altamira,BR,2022-07-14 03:42:07,-3.2033,-52.2064,73.04,80,35,1.03
303,Vallenar,CL,2022-07-14 03:42:07,-28.5708,-70.7581,52.65,75,100,8.61
304,Pangnirtung,CA,2022-07-14 03:42:07,66.1451,-65.7125,44.33,90,55,3.11
305,Predivinsk,RU,2022-07-14 03:42:08,57.0669,93.4378,64.04,51,81,4.25
306,Los Andes,CL,2022-07-14 03:42:08,-32.8337,-70.5983,47.01,88,100,3.49
307,Kholm,RU,2022-07-14 03:42:09,59.2667,32.85,60.66,73,97,6.38
308,Jalu,LY,2022-07-14 03:42:09,29.0331,21.5482,75.13,50,0,8.57
309,Inzhavino,RU,2022-07-14 03:42:10,52.3185,42.4937,65.64,82,93,6.85
310,Vao,NC,2022-07-14 03:42:10,-22.6667,167.4833,71.08,72,97,29.93
311,Adrar,MR,2022-07-14 03:42:10,20.5022,-10.0711,94.06,24,96,13.8
312,Anadyr,RU,2022-07-14 03:42:11,64.75,177.4833,57.7,87,75,4.47
313,Zhangjiakou,CN,2022-07-14 03:39:24,40.81,114.8794,84.52,29,75,8.3
314,Manavgat,TR,2022-07-14 03:42:11,36.7867,31.4431,81.61,41,0,6.22
315,Greytown,ZA,2022-07-14 03:42:12,-29.0642,30.5928,45.05,40,0,2.66
316,Lac Du Bonnet,CA,2022-07-14 03:42:12,50.2536,-96.0612,62.98,85,11,6.4
317,Gazli,UZ,2022-07-14 03:43:13,40.1333,63.45,91.67,19,0,20.07
318,Allende,MX,2022-07-14 03:41:54,25.2833,-100.0167,77.65,69,69,6.71
319,Henties Bay,NA,2022-07-14 03:43:13,-22.116,14.2845,54.32,90,0,5.53
320,Lengshuijiang,CN,2022-07-14 03:43:14,27.6881,111.4294,95.22,51,71,4.41
321,Nemuro,JP,2022-07-14 03:43:14,43.3236,145.575,61.27,91,95,10.33
322,Rocha,UY,2022-07-14 03:43:14,-34.4833,-54.3333,42.76,88,27,9.46
323,Broken Hill,AU,2022-07-14 03:43:15,-31.95,141.4333,54.18,46,0,9.6
324,Fort Nelson,CA,2022-07-14 03:43:15,58.8053,-122.7002,60.39,67,75,4.61
325,Borba,BR,2022-07-14 03:43:16,-4.3878,-59.5939,75.72,76,29,2.35
326,Marystown,CA,2022-07-14 03:43:16,47.1666,-55.1483,60.85,100,100,9.1
327,Kazachinskoye,RU,2022-07-14 03:43:17,57.6953,93.2761,65.59,42,81,5.91
328,Tezu,IN,2022-07-14 03:43:17,27.9167,96.1667,94.84,53,80,3.13
329,Ereymentau,KZ,2022-07-14 03:43:18,51.6199,73.1033,74.84,32,0,6.11
330,Bubaque,GW,2022-07-14 03:43:18,11.2833,-15.8333,80.94,79,100,8.75
331,Arraial Do Cabo,BR,2022-07-14 03:43:18,-22.9661,-42.0278,70.32,89,51,12.82
332,Egvekinot,RU,2022-07-14 03:43:19,66.3167,-179.1667,53.28,67,80,1.83
333,Mareeba,AU,2022-07-14 03:43:19,-17.0,145.4333,71.44,36,46,5.75
334,Port Hardy,CA,2022-07-14 03:43:20,50.6996,-127.4199,57.38,82,75,5.75
335,Barranca,PE,2022-07-14 03:43:20,-10.75,-77.7667,59.85,85,63,10.49
336,Lasa,IT,2022-07-14 03:43:20,46.6166,10.7002,62.37,63,99,2.82
337,Alekseyevsk,RU,2022-07-14 03:43:21,57.8406,108.3492,55.94,96,100,3.94
338,Bardiyah,LY,2022-07-14 03:43:22,31.7561,25.0865,74.77,68,0,10.8
339,Chambas,CU,2022-07-14 03:43:22,22.1928,-78.9136,74.98,92,25,4.68
340,El Tigre,VE,2022-07-14 03:43:22,8.8875,-64.2454,73.94,78,83,10.38
341,Taiyuan,CN,2022-07-14 03:43:23,37.8694,112.5603,82.26,61,97,2.24
342,Creel,MX,2022-07-14 03:43:23,27.75,-107.6333,61.99,74,100,0.51
343,Salalah,OM,2022-07-14 03:43:24,17.0151,54.0924,77.09,100,100,5.75
344,Nanortalik,GL,2022-07-14 03:43:24,60.1432,-45.2371,44.64,81,100,9.35
345,Mwinilunga,ZM,2022-07-14 03:43:24,-11.7358,24.4293,49.23,74,5,3.74
346,San Luis,AR,2022-07-14 03:38:38,-33.295,-66.3356,43.99,52,0,5.39
347,Guerrero Negro,MX,2022-07-14 03:43:25,27.9769,-114.0611,65.62,84,3,16.51
348,Nizhneangarsk,RU,2022-07-14 03:43:25,55.7833,109.55,64.6,61,54,4.94
349,San Quintin,MX,2022-07-14 03:43:26,30.4833,-115.95,64.9,87,30,11.63
350,Tasiilaq,GL,2022-07-14 03:43:26,65.6145,-37.6368,36.23,80,4,4.97
351,Kainantu,PG,2022-07-14 03:43:27,-6.2887,145.8655,73.27,65,100,5.17
352,Kuna,US,2022-07-14 03:43:27,43.4918,-116.4201,91.17,33,11,11.5
353,Paamiut,GL,2022-07-14 03:43:27,61.994,-49.6678,42.67,81,100,2.95
354,Kupang,ID,2022-07-14 03:43:28,-10.1667,123.5833,82.17,59,9,13.82
355,Susanino,RU,2022-07-14 03:43:28,58.1461,41.5872,65.5,70,8,6.44
356,Puerto Escondido,MX,2022-07-14 03:43:29,15.85,-97.0667,79.23,85,87,4.05
357,Alta Floresta,BR,2022-07-14 03:43:29,-9.8756,-56.0861,69.6,51,30,3.09
358,Messina,IT,2022-07-14 03:41:26,38.1933,15.5497,75.2,73,0,6.91
359,Birao,CF,2022-07-14 03:43:30,10.2849,22.7882,70.56,92,100,3.74
360,Rantepao,ID,2022-07-14 03:43:30,-2.9701,119.8978,74.52,87,94,1.97
361,Tautira,PF,2022-07-14 03:43:31,-17.7333,-149.15,76.86,66,29,16.17
362,Lamu,KE,2022-07-14 03:43:31,-2.2717,40.902,71.82,88,85,16.15
363,Coahuayana,MX,2022-07-14 03:43:31,18.7333,-103.6833,78.6,91,100,1.92
364,Kaitangata,NZ,2022-07-14 03:43:32,-46.2817,169.8464,44.56,87,85,8.23
365,Puerto Ayacucho,VE,2022-07-14 03:44:32,5.6639,-67.6236,73.85,94,100,3.09
366,Damnagar,IN,2022-07-14 03:44:33,21.7,71.5167,79.97,86,100,2.71
367,Clarence Town,AU,2022-07-14 03:44:33,-32.5833,151.7833,54.81,95,100,8.9
368,Alofi,NU,2022-07-14 03:44:34,-19.0595,-169.9187,80.49,65,75,13.8
369,Mabaruma,GY,2022-07-14 03:44:34,8.2,-59.7833,72.18,98,33,1.34
370,Kungurtug,RU,2022-07-14 03:44:34,50.5994,97.5228,62.44,49,69,3.58
371,San Patricio,US,2022-07-14 03:44:35,28.017,-97.5169,85.84,74,46,11.34
372,Portland,US,2022-07-14 03:40:41,45.5234,-122.6762,76.98,57,0,8.05
373,Lufilufi,WS,2022-07-14 03:44:35,-13.8745,-171.5986,85.78,79,33,22.82
374,Eregli,TR,2022-07-14 03:44:36,37.5133,34.0467,69.24,42,0,1.01
375,Mandera,KE,2022-07-14 03:44:36,3.9366,41.867,75.83,70,99,18.45
376,Fernley,US,2022-07-14 03:42:43,39.608,-119.2518,85.75,13,1,8.99
377,Isla Mujeres,MX,2022-07-14 03:44:37,21.2311,-86.731,84.16,81,37,13.13
378,Emerald,AU,2022-07-14 03:44:37,-23.5333,148.1667,62.35,40,0,12.19
379,Sayyan,YE,2022-07-14 03:44:38,15.1718,44.3244,62.31,63,100,6.64
380,Namibe,AO,2022-07-14 03:44:38,-15.1961,12.1522,62.44,86,0,0.56
381,Rawson,AR,2022-07-14 03:40:51,-43.3002,-65.1023,43.03,58,100,5.59
382,Ofunato,JP,2022-07-14 03:44:39,39.0717,141.7167,73.38,75,99,6.91
383,Shingu,JP,2022-07-14 03:44:34,33.7333,135.9833,74.55,92,100,6.71
384,Raudeberg,NO,2022-07-14 03:44:39,61.9875,5.1352,50.67,79,100,11.27
385,Lazaro Cardenas,MX,2022-07-14 03:44:40,17.9583,-102.2,79.0,85,100,2.8
386,Kattivakkam,IN,2022-07-14 03:44:40,13.2167,80.3167,87.89,69,69,21.52
387,Belaya Gora,RU,2022-07-14 03:44:41,68.5333,146.4167,58.08,61,100,6.64
388,Joaima,BR,2022-07-14 03:44:41,-16.6542,-41.0306,60.08,87,64,2.24
389,Hambantota,LK,2022-07-14 03:44:42,6.1241,81.1185,86.34,70,20,19.57
390,Fillan,NO,2022-07-14 03:44:42,63.6064,8.9696,49.44,88,100,17.58
391,Khipro,PK,2022-07-14 03:44:42,25.8285,69.3772,90.14,61,92,6.58
392,Mayo,US,2022-07-14 03:44:43,38.8876,-76.5119,81.01,83,0,5.99
393,Bonavista,CA,2022-07-14 03:44:43,48.6499,-53.1147,58.91,95,69,16.33
394,Los Llanos De Aridane,ES,2022-07-14 03:44:44,28.6585,-17.9182,65.95,79,100,3.44
395,Sena Madureira,BR,2022-07-14 03:44:44,-9.0656,-68.6569,78.58,71,100,2.3
396,Nishihara,JP,2022-07-14 03:44:45,26.1842,127.7558,88.88,79,75,6.91
397,Viedma,AR,2022-07-14 03:44:45,-40.8135,-62.9967,44.89,78,100,7.52
398,Iralaya,HN,2022-07-14 03:44:45,15.0,-83.2333,80.22,86,92,15.99
399,Lata,PT,2022-07-14 03:44:46,40.1629,-8.3327,75.07,30,35,3.18
400,Thiruvananthapuram,IN,2022-07-14 03:40:01,8.4833,76.9167,82.38,83,40,5.75
401,Ariquemes,BR,2022-07-14 03:44:46,-9.9133,-63.0408,76.93,57,83,1.25
402,Nome,US,2022-07-14 03:44:47,64.5011,-165.4064,65.16,67,0,16.11
403,Pokhara,NP,2022-07-14 03:44:47,28.2333,83.9833,83.82,68,72,5.97
404,Mangai,CD,2022-07-14 03:44:48,-4.05,19.5333,68.38,42,80,1.7
405,Campoverde,PE,2022-07-14 03:44:48,-8.4753,-74.8058,78.49,79,90,1.99
406,Kamaishi,JP,2022-07-14 03:43:06,39.2667,141.8833,72.36,79,98,6.4
407,Hasaki,JP,2022-07-14 03:44:49,35.7333,140.8333,75.6,82,94,13.69
408,Aksarka,RU,2022-07-14 03:44:49,66.5606,67.7975,68.0,72,36,3.29
409,Gallup,US,2022-07-14 03:44:49,35.5281,-108.7426,70.02,62,100,5.75
410,Villa Carlos Paz,AR,2022-07-14 03:40:20,-31.4241,-64.4978,51.39,44,0,7.0
411,Mitsamiouli,KM,2022-07-14 03:45:50,-11.3847,43.2844,70.09,88,20,5.75
412,Havelock,US,2022-07-14 03:40:51,34.8791,-76.9013,84.18,92,100,3.0
413,Iqaluit,CA,2022-07-14 03:45:51,63.7506,-68.5145,40.73,80,75,3.44
414,Baykit,RU,2022-07-14 03:45:51,61.67,96.37,63.16,62,68,1.39
415,Novoagansk,RU,2022-07-14 03:45:51,61.9449,76.6625,59.92,61,100,4.43
416,Dingle,PH,2022-07-14 03:45:52,10.9995,122.6711,87.42,69,63,5.46
417,Ayaviri,PE,2022-07-14 03:45:52,-14.8864,-70.5889,39.43,57,18,4.03
418,Saint-Louis,SN,2022-07-14 03:45:53,16.3333,-15.0,76.64,65,6,11.63
419,Punta Cardon,VE,2022-07-14 03:45:53,11.6581,-70.215,78.17,86,51,25.19
420,Tiksi,RU,2022-07-14 03:45:53,71.6872,128.8694,42.87,85,93,8.19
421,Cururupu,BR,2022-07-14 03:45:54,-1.8283,-44.8683,74.71,93,66,3.91
422,Trofors,NO,2022-07-14 03:45:54,65.5333,13.4063,49.87,83,100,2.8
423,Khanpur,PK,2022-07-14 03:44:28,28.6453,70.6567,87.24,65,100,5.14
424,Ilulissat,GL,2022-07-14 03:45:55,69.2167,-51.1,44.62,87,20,1.14
425,Kargat,RU,2022-07-14 03:45:55,55.1956,80.2811,65.25,51,71,1.01
426,Lethem,GY,2022-07-14 03:45:56,3.3803,-59.7968,75.72,89,98,8.32
427,Wangkui,CN,2022-07-14 03:45:56,46.8333,126.5,65.59,94,100,12.19
428,Halifax,CA,2022-07-14 03:41:09,44.6453,-63.5724,67.89,93,36,4.0
429,Algiers,DZ,2022-07-14 03:41:02,36.7525,3.042,74.59,70,0,5.55
430,Ormara,PK,2022-07-14 03:45:57,25.2088,64.6357,85.53,83,28,5.39
431,Arona,ES,2022-07-14 03:45:58,28.0996,-16.681,65.91,62,0,5.75
432,Apatou,GF,2022-07-14 03:45:58,5.155,-54.3472,72.59,99,100,1.28
433,Gamba,GA,2022-07-14 03:45:59,-2.65,10.0,68.13,90,36,3.85
434,Dali,CN,2022-07-14 03:45:59,25.7,100.1833,80.69,48,0,2.68
435,Sobolevo,RU,2022-07-14 03:46:00,54.4299,31.8996,53.22,96,100,2.75
436,Ganzhou,CN,2022-07-14 03:46:00,28.8184,115.4327,95.32,54,100,4.97
437,Broome,US,2022-07-14 03:46:00,42.2506,-75.833,66.58,95,75,5.75
438,Fallon,US,2022-07-14 03:42:54,39.4735,-118.7774,91.27,13,20,13.8
439,Necochea,AR,2022-07-14 03:46:01,-38.5473,-58.7368,46.92,65,100,8.66
440,Palimbang,PH,2022-07-14 03:46:02,6.2106,124.1894,84.4,71,79,5.75
441,Sorland,NO,2022-07-14 03:46:02,67.667,12.6934,53.46,86,100,6.44
442,Garissa,KE,2022-07-14 03:46:03,-0.4536,39.6401,74.73,70,91,15.08
443,Lar,IN,2022-07-14 03:46:03,26.2039,83.9717,97.93,41,99,17.25
444,Yaan,NG,2022-07-14 03:46:03,7.3833,8.5667,70.92,98,99,6.58
445,Juneau,US,2022-07-14 03:45:05,58.3019,-134.4197,58.21,93,100,8.05
446,Primorsk,UA,2022-07-14 03:46:04,46.7348,36.3443,65.5,63,29,16.02
447,Menongue,AO,2022-07-14 03:46:05,-14.6585,17.691,45.7,62,2,3.91
448,Nurota,UZ,2022-07-14 03:46:05,40.5614,65.6886,86.76,22,0,18.3
449,Banda Aceh,ID,2022-07-14 03:46:05,5.5577,95.3222,85.35,69,99,10.04
450,Soure,BR,2022-07-14 03:46:06,-0.7167,-48.5233,78.49,84,70,12.97
451,Qianguo,CN,2022-07-14 03:46:06,45.1171,124.8568,67.66,90,100,5.93
452,Ulaanbaatar,MN,2022-07-14 03:46:07,47.9077,106.8832,75.33,35,40,11.18
453,Beloha,MG,2022-07-14 03:47:07,-25.1667,45.05,59.23,74,0,6.46
454,Mahenge,TZ,2022-07-14 03:47:08,-8.6833,36.7167,58.5,68,46,1.45
455,Carrascal,PH,2022-07-14 03:47:08,9.3703,125.9492,86.54,68,16,6.2
456,Svetlogorsk,BY,2022-07-14 03:47:09,52.6333,29.7333,55.38,96,100,6.76
457,Kisangani,CD,2022-07-14 03:47:09,0.5167,25.2,69.62,91,67,1.52
458,Taltal,CL,2022-07-14 03:46:13,-25.4,-70.4833,54.41,82,45,6.55
459,Ha Giang,VN,2022-07-14 03:43:16,22.8333,104.9833,93.63,54,4,3.56
460,Orotukan,RU,2022-07-14 03:47:10,62.2667,151.7,70.52,65,95,14.9
461,Bilma,NE,2022-07-14 03:47:10,18.6853,12.9164,85.71,17,4,12.03
462,Phan Thiet,VN,2022-07-14 03:47:11,10.9333,108.1,84.87,66,100,13.73
463,Ngunguru,NZ,2022-07-14 03:47:11,-35.6167,174.5,57.76,95,100,23.82
464,Redcliffe,AU,2022-07-14 03:47:12,-27.2307,153.0973,68.22,42,0,14.97
465,Shenzhen,CN,2022-07-14 03:47:12,22.5455,114.0683,93.15,77,53,6.58
466,Cam Ranh,VN,2022-07-14 03:47:12,11.9214,109.1591,87.76,66,20,5.75
467,Krasne,UA,2022-07-14 03:47:13,49.9145,24.6134,60.13,89,73,6.4
468,Myingyan,MM,2022-07-14 03:47:13,21.4667,95.3833,91.06,51,50,4.88
469,College,US,2022-07-14 03:47:14,64.8569,-147.8028,66.2,58,75,11.5
470,Vila Velha,BR,2022-07-14 03:47:14,-20.3297,-40.2925,69.94,89,0,3.44
471,Laguna,US,2022-07-14 03:47:14,38.421,-121.4238,82.69,43,0,8.05
472,Sivaki,RU,2022-07-14 03:47:15,52.6333,126.75,84.65,40,90,8.52
473,Qandala,SO,2022-07-14 03:47:15,11.472,49.8728,90.59,41,59,23.38
474,Llanes,ES,2022-07-14 03:47:16,43.4198,-4.7549,75.74,57,15,3.53
475,Mimongo,GA,2022-07-14 03:47:16,-1.6195,11.6068,63.16,99,34,2.08
476,Gizo,SB,2022-07-14 03:47:17,-8.103,156.8419,84.11,70,22,7.34
477,Sakakah,SA,2022-07-14 03:47:17,29.9697,40.2064,85.57,27,9,8.37
478,Henstedt-Ulzburg,DE,2022-07-14 03:47:17,53.7833,10.0,53.82,92,0,1.14
479,Reconquista,AR,2022-07-14 03:47:18,-29.15,-59.65,58.57,61,81,7.7
480,Yeppoon,AU,2022-07-14 03:47:18,-23.1333,150.7333,64.18,42,0,15.57
481,Saryg-Sep,RU,2022-07-14 03:47:19,51.5,95.6,64.9,60,71,0.78
482,Novobirilyussy,RU,2022-07-14 03:47:19,56.9514,90.6661,60.96,55,67,5.19
483,Betulia,CO,2022-07-14 03:47:19,6.1128,-75.9838,59.05,98,95,2.62
484,Bomet,KE,2022-07-14 03:47:20,-0.7813,35.3416,49.87,85,96,4.07
485,Jiuquan,CN,2022-07-14 03:47:20,39.7432,98.5174,75.56,33,100,11.39
486,Ballina,AU,2022-07-14 03:47:21,-28.8667,153.5667,64.02,64,92,19.66
487,Aleksandrovsk-Sakhalinskiy,RU,2022-07-14 03:47:21,50.8975,142.1561,72.32,73,61,4.97
488,Peniche,PT,2022-07-14 03:47:22,39.3558,-9.3811,80.29,59,98,4.94
489,Ndjole,GA,2022-07-14 03:47:22,-0.1783,10.7649,70.99,87,92,3.11
490,Kuytun,RU,2022-07-14 03:47:22,54.3419,101.5036,62.55,60,100,10.87
491,Camana,PE,2022-07-14 03:47:23,-16.6228,-72.7111,59.72,78,88,4.68
492,Tuy Hoa,VN,2022-07-14 03:47:23,13.0833,109.3,88.09,63,80,15.01
493,Morros,BR,2022-07-14 03:47:24,-9.4467,-46.3003,75.58,51,53,6.24
494,Pali,IN,2022-07-14 03:47:24,25.7667,73.3333,91.02,55,87,5.48
495,Isla Vista,US,2022-07-14 03:47:24,34.4133,-119.861,78.39,68,0,3.44
496,Puerto Carreno,CO,2022-07-14 03:47:25,6.189,-67.4859,75.83,89,100,3.38
497,Ust-Maya,RU,2022-07-14 03:47:25,60.4167,134.5333,84.6,44,100,3.33
498,Acapulco,MX,2022-07-14 03:47:26,16.8634,-99.8901,79.38,85,95,4.54
499,Doha,QA,2022-07-14 03:45:41,25.2867,51.5333,91.38,81,2,4.61
500,San Alberto,CO,2022-07-14 03:47:26,7.7611,-73.3922,75.13,82,77,4.88
501,Edson,CA,2022-07-14 03:48:27,53.5835,-116.4356,68.11,34,0,6.91
502,Zaidpur,IN,2022-07-14 03:48:27,26.8333,81.3333,93.27,36,3,15.35
503,Almaznyy,RU,2022-07-14 03:48:27,48.0448,40.045,68.32,42,3,11.16
504,Prince Rupert,CA,2022-07-14 03:45:37,54.3161,-130.3201,53.69,94,100,20.71
505,Tual,ID,2022-07-14 03:48:28,-5.6667,132.75,79.12,80,86,27.47
506,Coquimbo,CL,2022-07-14 03:48:28,-29.9533,-71.3436,55.13,87,100,5.75
507,Carahue,CL,2022-07-14 03:48:29,-38.7,-73.1667,35.96,96,31,3.13
508,Natal,BR,2022-07-14 03:44:02,-5.795,-35.2094,73.62,94,0,5.75
509,Lunglei,IN,2022-07-14 03:48:29,22.8833,92.7333,85.68,52,11,0.47
510,Kavaratti,IN,2022-07-14 03:48:30,10.5669,72.642,81.28,84,100,21.83
511,Sao Miguel Do Guama,BR,2022-07-14 03:48:30,-1.6267,-47.4833,71.64,99,99,3.4
512,Porto Uniao,BR,2022-07-14 03:48:31,-26.2381,-51.0783,52.07,97,100,3.44
513,Nantucket,US,2022-07-14 03:48:31,41.2835,-70.0995,73.51,94,0,4.61
514,Tomatlan,MX,2022-07-14 03:48:32,19.9333,-105.25,76.23,96,100,2.21
515,Statesville,US,2022-07-14 03:44:54,35.7826,-80.8873,73.65,66,0,5.75
516,Sohbatpur,PK,2022-07-14 03:48:33,28.5202,68.5434,97.45,46,88,7.38
517,Ojinaga,MX,2022-07-14 03:48:33,29.5667,-104.4167,83.41,69,0,0.0
518,Manutuke,NZ,2022-07-14 03:48:33,-38.6833,177.9167,55.15,89,100,3.49
519,Loiza,PR,2022-07-14 03:48:34,18.4313,-65.8802,82.4,83,20,4.61
520,Sillamae,EE,2022-07-14 03:48:34,59.3997,27.7547,61.38,85,71,8.28
521,Barcelos,PT,2022-07-14 03:48:35,41.5388,-8.6151,83.68,36,40,5.95
522,Miastko,PL,2022-07-14 03:48:35,54.0028,16.9826,55.29,86,53,7.85
523,Zverinogolovskoye,RU,2022-07-14 03:48:36,54.4586,64.8542,75.29,59,56,5.17
524,Kapit,MY,2022-07-14 03:48:36,2.0167,112.9333,88.09,57,94,2.84
525,Yangjiang,CN,2022-07-14 03:45:58,21.85,111.9667,88.63,66,7,4.85
526,Palu,ID,2022-07-14 03:48:36,-0.8917,119.8707,76.28,99,100,2.66
527,Sidney,AU,2022-07-14 03:45:02,-33.8679,151.2073,60.31,73,75,25.32
528,Jumla,NP,2022-07-14 03:48:37,29.2747,82.1838,74.35,57,57,4.32
529,Doba,TD,2022-07-14 03:48:37,8.65,16.85,70.88,84,100,3.27
530,Pakpattan,PK,2022-07-14 03:44:14,30.341,73.3866,88.66,62,99,1.7
531,Topolobampo,MX,2022-07-14 03:48:38,25.6,-109.05,83.34,73,36,5.19
532,Dwarka,IN,2022-07-14 03:48:39,22.2394,68.9678,84.29,80,94,6.51
533,Oranjestad,AW,2022-07-14 03:48:39,12.524,-70.027,80.55,83,20,13.8
534,Sandwick,GB,2022-07-14 03:48:39,60.0,-1.25,49.82,93,100,19.57
535,Margate,GB,2022-07-14 03:48:40,51.3813,1.3862,64.31,89,76,1.99
536,Krasnofarfornyy,RU,2022-07-14 03:48:40,59.1364,31.8502,59.76,81,84,5.84
537,Boddam,GB,2022-07-14 03:48:41,57.4667,-1.7833,52.43,77,100,14.32
538,Hendek,TR,2022-07-14 03:48:41,40.7994,30.7481,63.12,80,0,2.73
539,Chapais,CA,2022-07-14 03:48:42,49.7834,-74.8492,51.58,74,81,2.33
540,Carlisle,US,2022-07-14 03:48:42,40.2015,-77.1889,71.82,86,95,3.15
541,Fortuna,US,2022-07-14 03:48:43,40.5982,-124.1573,58.66,80,11,4.0
542,Umea,SE,2022-07-14 03:48:43,63.8284,20.2597,60.91,100,75,3.44
543,Turukhansk,RU,2022-07-14 03:48:44,65.8167,87.9833,58.66,52,99,3.96
544,Lonigo,IT,2022-07-14 03:48:44,45.3875,11.389,73.65,54,57,1.74
545,West Bay,KY,2022-07-14 03:49:44,19.3667,-81.4167,84.27,84,20,11.5
546,Port Lincoln,AU,2022-07-14 03:49:45,-34.7333,135.8667,58.91,58,3,5.14
547,San-Pedro,CI,2022-07-14 03:49:45,4.7485,-6.6363,74.79,85,100,5.35
548,Sroda Wielkopolska,PL,2022-07-14 03:49:46,52.2284,17.2762,64.89,80,100,8.34
549,Oktyabrskiy,RU,2022-07-14 03:49:46,54.4815,53.471,68.05,94,97,2.42
550,Arroyo,ES,2022-07-14 03:49:46,41.6096,-4.7969,73.15,42,0,5.75
551,Killybegs,IE,2022-07-14 03:49:47,54.6333,-8.45,54.01,87,78,11.27
552,Itarema,BR,2022-07-14 03:49:47,-2.9248,-39.9167,78.71,80,7,14.47
553,Wangqing,CN,2022-07-14 03:49:48,43.3218,129.7634,65.64,98,100,4.05
554,Olden,NO,2022-07-14 03:49:48,61.8364,6.8064,50.74,97,100,4.83
555,Diapaga,BF,2022-07-14 03:49:49,12.0708,1.7889,75.74,82,100,8.9
556,Tambun,ID,2022-07-14 03:49:49,-6.2641,107.0712,87.69,60,93,6.15
557,Baker City,US,2022-07-14 03:47:21,44.7749,-117.8344,74.91,35,0,11.5
558,Kilindoni,TZ,2022-07-14 03:49:50,-7.9139,39.6668,75.94,80,99,15.88
559,Chichli,IN,2022-07-14 03:49:51,22.8333,78.8167,82.38,81,69,3.6
560,Makakilo City,US,2022-07-14 03:49:51,21.3469,-158.0858,80.92,68,75,14.97
561,Kashan,IR,2022-07-14 03:49:51,33.9831,51.4364,86.07,12,0,1.14
562,Hay River,CA,2022-07-14 03:49:52,60.8156,-115.7999,64.38,52,63,5.75
563,Goksun,TR,2022-07-14 03:49:52,38.021,36.4973,62.44,49,0,8.97
564,Umarkot,PK,2022-07-14 03:49:53,25.3616,69.7362,89.02,63,59,5.12
565,Reshetylivka,UA,2022-07-14 03:49:53,49.565,34.0782,56.8,95,97,11.3
566,Port-Gentil,GA,2022-07-14 03:49:53,-0.7193,8.7815,72.63,85,29,11.83
567,Letlhakane,BW,2022-07-14 03:49:54,-21.4167,25.5833,50.54,55,5,5.28
568,Narrabri,AU,2022-07-14 03:49:54,-30.3167,149.7833,59.52,56,2,5.99
