City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
284,Kozhva,RU,65.1073,57.0459,34.32,87,77,3.2,broken clouds
285,Melville,US,40.7934,-73.4151,69.85,52,0,8.05,clear sky
286,Aswan,EG,24.0934,32.907,77.92,27,0,14.23,clear sky
287,Dubbo,AU,-32.25,148.6167,50.13,93,0,5.75,clear sky
288,Airai,TL,-8.9266,125.4092,59.76,86,80,2.04,broken clouds
289,Fare,PF,-16.7,-151.0167,78.94,73,3,10.07,clear sky
290,Coolum Beach,AU,-26.5333,153.1,70.11,66,31,6.89,scattered clouds
291,Lasem,ID,-6.6922,111.4527,76.96,88,97,4.34,heavy intensity rain
292,Beruwala,LK,6.4788,79.9828,76.93,89,100,4.54,overcast clouds
293,Zhanakorgan,KZ,43.9098,67.2495,55.47,41,51,9.15,broken clouds
294,Puerto Escondido,MX,15.85,-97.0667,84.16,78,100,6.93,light rain
295,Pontianak,ID,-0.0333,109.3333,76.98,100,75,2.3,broken clouds
296,Adrar,MR,20.5022,-10.0711,88.52,19,100,11.68,overcast clouds
297,Prince Rupert,CA,54.3161,-130.3201,59.09,90,100,8.05,overcast clouds
298,Chabahar,IR,25.2919,60.643,79.32,58,0,1.81,clear sky
299,Saldanha,ZA,-33.0117,17.9442,57.25,85,2,18.75,clear sky
300,Bud,US,39.447,-86.1758,67.05,23,6,16.46,clear sky
301,Senanga,ZM,-16.1167,23.2667,72.66,23,100,5.28,overcast clouds
302,Tacoronte,ES,28.4769,-16.4102,69.17,90,40,15.99,fog
303,Umm Lajj,SA,25.0213,37.2685,81.54,55,2,10.4,clear sky
304,Sao Filipe,CV,14.8961,-24.4956,77.94,82,77,6.58,broken clouds
305,Akureyri,IS,65.6835,-18.0878,37.33,87,100,12.66,overcast clouds
306,Hualmay,PE,-11.0964,-77.6139,66.02,70,1,11.34,clear sky
307,Upata,VE,8.0086,-62.3989,76.42,90,54,4.5,broken clouds
308,Melfort,CA,52.8667,-104.6177,48.33,31,17,11.5,few clouds
309,Along,IN,28.1667,94.7667,65.03,97,31,1.92,scattered clouds
310,Traverse City,US,44.7631,-85.6206,46.51,75,100,10.36,overcast clouds
311,Outjo,NA,-20.1167,16.15,78.49,24,48,8.23,scattered clouds
312,Krasnoselkup,RU,65.7,82.4667,33.08,85,100,15.1,overcast clouds
313,Silifke,TR,36.3778,33.9344,70.63,71,94,2.91,overcast clouds
314,Provideniya,RU,64.3833,-173.3,27.99,80,75,8.19,broken clouds
315,Cabinda,AO,-5.55,12.2,77.5,87,100,8.93,overcast clouds
316,Zhezkazgan,KZ,47.8043,67.7144,51.06,50,68,6.13,broken clouds
317,Goundam,ML,16.4145,-3.6708,94.19,14,14,9.01,few clouds
318,Kieta,PG,-6.2167,155.6333,81.09,76,99,1.77,overcast clouds
319,Nisia Floresta,BR,-6.0911,-35.2086,79.61,76,1,12.33,clear sky
320,Prieska,ZA,-29.6641,22.7474,74.79,13,67,7.0,broken clouds
321,Raudeberg,NO,61.9875,5.1352,47.07,68,54,14.94,broken clouds
322,Port Lincoln,AU,-34.7333,135.8667,54.66,70,100,5.28,overcast clouds
323,Bathsheba,BB,13.2167,-59.5167,84.81,74,40,12.66,scattered clouds
324,Isangel,VU,-19.55,169.2667,77.11,61,72,5.75,broken clouds
325,Merauke,ID,-8.4667,140.3333,78.22,88,96,9.71,overcast clouds
326,Talnakh,RU,69.4865,88.3972,36.21,99,100,8.01,moderate rain
327,Kamenka,RU,51.3223,42.7678,37.35,73,36,5.59,scattered clouds
328,Bilgoraj,PL,50.5411,22.722,50.67,89,75,7.29,broken clouds
329,Farmington,US,36.7281,-108.2187,75.15,19,0,10.36,clear sky
330,Promyshlennyy,RU,67.5833,63.9167,34.61,94,98,6.42,overcast clouds
331,Cherskiy,RU,68.75,161.3,4.71,96,100,6.64,overcast clouds
332,Bambanglipuro,ID,-7.95,110.2833,76.15,87,94,6.44,overcast clouds
